
---------- Begin Simulation Statistics ----------
final_tick                               241120518500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 343832                       # Simulator instruction rate (inst/s)
host_mem_usage                                5667132                       # Number of bytes of host memory used
host_op_rate                                   375071                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  2908.40                       # Real time elapsed on the host
host_tick_rate                               82904930                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1000000001                       # Number of instructions simulated
sim_ops                                    1090856336                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.241121                       # Number of seconds simulated
sim_ticks                                241120518500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 450991686                       # number of cc regfile reads
system.cpu.cc_regfile_writes                454164556                       # number of cc regfile writes
system.cpu.committedInsts                  1000000001                       # Number of Instructions Simulated
system.cpu.committedOps                    1090856336                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.482241                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.482241                       # CPI: Total CPI of All Threads
system.cpu.dcache.MSHRs.leapFrogMisses           9159                       # number of false blocks from MSHR
system.cpu.icache.MSHRs.leapFrogMisses              3                       # number of false blocks from MSHR
system.cpu.idleCycles                          121582                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              2263239                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                159022189                       # Number of branches executed
system.cpu.iew.exec_nop                      13965165                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.485105                       # Inst execution rate
system.cpu.iew.exec_refs                    400573362                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   91826584                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                28971396                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             293724283                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                791                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts             31152                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             96121867                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          1227969617                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             308746778                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           6117467                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            1198419835                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 523307                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               8760973                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                2200415                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               9568723                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           9255                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       909100                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        1354139                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                1301430148                       # num instructions consuming a value
system.cpu.iew.wb_count                    1168702254                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.532022                       # average fanout of values written-back
system.cpu.iew.wb_producers                 692388911                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.423482                       # insts written-back per cycle
system.cpu.iew.wb_sent                     1170357214                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               1692551838                       # number of integer regfile reads
system.cpu.int_regfile_writes               958020228                       # number of integer regfile writes
system.cpu.ipc                               2.073652                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         2.073652                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     66.49% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     66.49% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     66.49% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     66.49% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     66.49% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead            311467976     25.86%     92.35% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            92120392      7.65%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total             1204537310                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                    26065803                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.021640                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                14956590     57.38%     57.38% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                 325188      1.25%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                   11      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 1      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                    12      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                   47      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     58.63% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                9328804     35.79%     94.42% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite               1455150      5.58%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses             1226753135                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         2910337234                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses   1165392137                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes        1332795866                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                 1214003660                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                1204537310                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                 792                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined       123148041                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued            621967                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved            118                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined     82006071                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     482119456                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         2.498421                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.664820                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           165256577     34.28%     34.28% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1            72022734     14.94%     49.22% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            58423014     12.12%     61.33% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            33462094      6.94%     68.27% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            36827882      7.64%     75.91% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5            27565065      5.72%     81.63% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6            27574470      5.72%     87.35% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7            23202367      4.81%     92.16% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8            37785253      7.84%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       482119456                       # Number of insts issued each cycle
system.cpu.iq.rate                           2.497791                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                3849927                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads            7544604                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses      3310117                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes           4365828                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           4568958                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores         19974530                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads            293724283                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores            96121867                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads              2653060476                       # number of misc regfile reads
system.cpu.misc_regfile_writes                 754541                       # number of misc regfile writes
system.cpu.numCycles                        482241038                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.pred_regfile_reads                      44                       # number of predicate regfile reads
system.cpu.pred_regfile_writes                     26                       # number of predicate regfile writes
system.cpu.timesIdled                            1062                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                  2366522                       # number of vector regfile reads
system.cpu.vec_regfile_writes                 1726649                       # number of vector regfile writes
system.cpu.workload.numSyscalls                   597                       # Number of system calls
system.l2.MSHRs.leapFrogMisses                     15                       # number of false blocks from MSHR
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests      1943746                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests       3791307                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests            2                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests      5811474                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops        39306                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests      9904085                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops          39306                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups               171358162                       # Number of BP lookups
system.cpu.branchPred.condPredicted         154260012                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect           2159145                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups             99612359                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                99609881                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.997512                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                 7896773                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  9                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups            2385                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits               2207                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses              178                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted           63                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts       123531841                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls             674                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts           2158677                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples    465731188                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     2.369779                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     3.102292                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0       225527952     48.42%     48.42% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1        55862703     11.99%     60.42% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2        35064257      7.53%     67.95% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3        17576210      3.77%     71.72% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4        10485521      2.25%     73.97% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5        13405952      2.88%     76.85% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6        19003053      4.08%     80.93% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7         8474187      1.82%     82.75% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8        80331353     17.25%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    465731188                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted           1012823807                       # Number of instructions committed
system.cpu.commit.opsCommitted             1103680142                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                   345729051                       # Number of memory references committed
system.cpu.commit.loads                     263518274                       # Number of loads committed
system.cpu.commit.amos                             33                       # Number of atomic instructions committed
system.cpu.commit.membars                          22                       # Number of memory barriers committed
system.cpu.commit.branches                  151037684                       # Number of branches committed
system.cpu.commit.vector                      2967596                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                   963392577                       # Number of committed integer instructions.
system.cpu.commit.functionCalls               6531839                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass           41      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu    711815445     64.49%     64.49% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult     45129605      4.09%     68.58% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv            4      0.00%     68.58% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd       251473      0.02%     68.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            1      0.00%     68.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt       460195      0.04%     68.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult           10      0.00%     68.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc           17      0.00%     68.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv        42752      0.00%     68.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc       251482      0.02%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            1      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu           21      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp           20      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            7      0.00%     68.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc           15      0.00%     68.67% # Class of committed instruction
