
---------- Begin Simulation Statistics ----------
final_tick                               355437178500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 363409                       # Simulator instruction rate (inst/s)
host_mem_usage                                7209296                       # Number of bytes of host memory used
host_op_rate                                   392034                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  2751.72                       # Real time elapsed on the host
host_tick_rate                              129169102                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1000000006                       # Number of instructions simulated
sim_ops                                    1078767395                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.355437                       # Number of seconds simulated
sim_ticks                                355437178500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 436579748                       # number of cc regfile reads
system.cpu.cc_regfile_writes                425000767                       # number of cc regfile writes
system.cpu.committedInsts                  1000000006                       # Number of Instructions Simulated
system.cpu.committedOps                    1078767395                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.710874                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.710874                       # CPI: Total CPI of All Threads
system.cpu.dcache.MSHRs.leapFrogMisses            969                       # number of false blocks from MSHR
system.cpu.icache.MSHRs.leapFrogMisses            241                       # number of false blocks from MSHR
system.cpu.idleCycles                        14884703                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              3662773                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                261077720                       # Number of branches executed
system.cpu.iew.exec_nop                       1175044                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.574404                       # Inst execution rate
system.cpu.iew.exec_refs                    333912804                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   93217572                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                33540742                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             260281546                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts            1140211                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            895130                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             95418808                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          1213646325                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             240695232                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           3191945                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            1119203809                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 857105                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                174866                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                3233701                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               1254077                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           8225                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      2068767                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        1594006                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                1251544738                       # num instructions consuming a value
system.cpu.iew.wb_count                    1111865164                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.491602                       # average fanout of values written-back
system.cpu.iew.wb_producers                 615261354                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.564081                       # insts written-back per cycle
system.cpu.iew.wb_sent                     1112642549                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               1468624746                       # number of integer regfile reads
system.cpu.int_regfile_writes               787499206                       # number of integer regfile writes
system.cpu.ipc                               1.406718                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.406718                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     70.14% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     70.14% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     70.14% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     70.14% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     70.14% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead            241564220     21.52%     91.66% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            93607600      8.34%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total             1122395756                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                     9797399                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.008729                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                 2521747     25.74%     25.74% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                   8459      0.09%     25.83% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     25.83% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                  1239      0.01%     25.84% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     25.84% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     25.84% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                 2689      0.03%     25.87% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc              1927      0.02%     25.89% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                 46212      0.47%     26.36% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                 1451      0.01%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     26.37% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                4418517     45.10%     71.47% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite               2795158     28.53%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses             1118551328                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         2925753584                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses   1100175573                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes        1333341939                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                 1211331069                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                1122395756                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded             1140212                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined       133703813                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued            246455                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved         104836                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined    198094084                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     695989688                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.612661                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.853447                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           290436514     41.73%     41.73% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1           116522127     16.74%     58.47% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            58312978      8.38%     66.85% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3           144539750     20.77%     87.62% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            32729643      4.70%     92.32% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5            20181215      2.90%     95.22% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6            14019612      2.01%     97.23% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7            14296688      2.05%     99.29% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8             4951161      0.71%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       695989688                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.578895                       # Inst issue rate
system.cpu.iq.vec_alu_accesses               13072462                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads           25071468                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses     11689591                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes          12841327                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           8709311                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          7365037                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads            260281546                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores            95418808                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads              2551072884                       # number of misc regfile reads
system.cpu.misc_regfile_writes                1153273                       # number of misc regfile writes
system.cpu.numCycles                        710874391                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.pred_regfile_reads                  648938                       # number of predicate regfile reads
system.cpu.pred_regfile_writes                 223065                       # number of predicate regfile writes
system.cpu.timesIdled                         2709648                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                 10712416                       # number of vector regfile reads
system.cpu.vec_regfile_writes                 1463949                       # number of vector regfile writes
system.cpu.workload.numSyscalls                   279                       # Number of system calls
system.l2.MSHRs.leapFrogMisses                      1                       # number of false blocks from MSHR
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests       403301                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests        836655                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests            1                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests      7187249                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops         5127                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests     14137920                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops           5127                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups               315463948                       # Number of BP lookups
system.cpu.branchPred.condPredicted         280150963                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect           3688341                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups            158612992                       # Number of BTB lookups
system.cpu.branchPred.BTBHits               157300797                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.172706                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                11598099                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                 21                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups         1248167                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits            1139922                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses           108245                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted        14821                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts       133704543                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls         1035376                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts           3223924                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples    677923387                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.592955                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.115693                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0       249813062     36.85%     36.85% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1       242228754     35.73%     72.58% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2        36918470      5.45%     78.03% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3        15033954      2.22%     80.24% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4        72305433     10.67%     90.91% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5        11012566      1.62%     92.53% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6         7401049      1.09%     93.63% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7        15637897      2.31%     95.93% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8        27572202      4.07%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    677923387                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted           1001133918                       # Number of instructions committed
system.cpu.commit.opsCommitted             1079901307                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                   318870464                       # Number of memory references committed
system.cpu.commit.loads                     227718598                       # Number of loads committed
system.cpu.commit.amos                         517543                       # Number of atomic instructions committed
system.cpu.commit.membars                      517532                       # Number of memory barriers committed
system.cpu.commit.branches                  254367968                       # Number of branches committed
system.cpu.commit.vector                     11385203                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                   942670245                       # Number of committed integer instructions.
system.cpu.commit.functionCalls              10943759                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass       569349      0.05%      0.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu    753142260     69.74%     69.79% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult      6117277      0.57%     70.36% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv        28685      0.00%     70.36% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd        27255      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp        12878      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt         8542      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult        20651      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc        23129      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv        12210      0.00%     70.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc       105850      0.01%     70.38% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt         3856      0.00%     70.38% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            7      0.00%     70.38% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     70.38% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu       161877      0.01%     70.40% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp       263372      0.02%     70.42% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     70.42% # Class of committed instruction
